ShareRaceByCity
Geographic area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
TX,San Juan city,72412,74.6,20.7,89.2,0.3,0.2,0.2,96.7
TX,San Juan CDP,51250,77,14.6,95.3,0,0,1.6,88.4
TX,San Leanna village,83416,57.6,31.2,90.7,1.6,0,2,20.9
TX,San Leon CDP,22292,81.4,10.8,80.4,0.8,1.1,5.7,23.3
TX,San Marcos city,75625,67.1,30.7,78.5,5.5,0.9,1.6,37.8
TX,San Patricio city,30652,78.6,23.8,91.4,1.3,0.3,0,49.9
TX,San Pedro CDP,80275,97.6,18.1,92.6,0.4,0.2,0.2,98.1
TX,San Perlita city,36016,90.5,10,94.9,0,0,0.2,93.9
TX,San Saba town,41864,97.1,6.8,77,5.6,0.8,0.3,42.1
TX,Sansom Park city,36458,90.4,6.8,68.9,1.3,1.1,0.7,54.7
TX,Santa Anna town,89428,86.3,35.1,84.3,4.8,0.7,0.2,22.4
TX,Santa Anna CDP,41000,87.7,7.3,100,0,0,0,92.3
TX,Santa Clara city,74903,74.4,24.7,90.5,1,0.7,0.3,18.8
TX,Santa Cruz CDP,72574,94,4.6,100,0,0,0,100
TX,Santa Fe city,41667,65.9,22.1,93.8,0.4,0.5,0.5,11.6
TX,Santa Maria CDP,88750,69.4,23.2,25.6,0,0,0.1,99.5
TX,Santa Monica CDP,(X),67.6,19.6,92.8,0,0,0,84.3
TX,Santa Rosa town,80507,92.4,4,80.7,0.2,0.3,0,97
TX,Santa Rosa CDP,9444,93,6.3,96.3,0,0,0,100
TX,Santel CDP,-,92.1,7.5,93.2,0,0,0,97.7
TX,San Ygnacio CDP,40000,95.2,3.9,95.5,0,1,0,96.9
TX,Sarita CDP,-,83.6,12.8,85.3,2.1,2.5,0,79
TX,Savannah CDP,77083,90.1,11.1,82.4,9,0.8,2,12.9
TX,Savoy city,44802,79.1,27.5,93.4,2.3,2,0.5,3.6
TX,Scenic Oaks CDP,46744,95.8,4.3,91.8,0.8,0.3,2.2,23.8
TX,Schertz city,26144,24.7,49.6,78.8,8.6,0.7,2.3,25.7
TX,Schulenburg city,26158,72.2,0,69,16,0.9,0.3,23.6
TX,Scissors CDP,25471,64,0,90.5,0,0,0.1,97.5
TX,Scotland city,(X),100,0,81,0,0.8,0,25.9
TX,Scottsville city,(X),92.5,0.7,44.4,46.3,1.3,1.9,7.2
TX,Scurry town,59792,82.9,16.1,91.5,2.1,2.3,0,5.9
TX,Seabrook city,31458,81.4,19.8,85,4.1,0.5,4.4,14.2
TX,Seadrift city,(X),71.2,36.6,81.7,0.4,0.7,6.4,37.1
TX,Seagoville city,24273,62.2,38.7,67.2,16.8,1,0.5,32.7
TX,Seagraves city,-,46.1,37.4,73.4,5.7,0.7,0,65.6
TX,Sealy city,50438,17.7,60,71.2,12.1,0.3,0.7,38.5
TX,Sebastian CDP,54964,20.6,100,85.7,0.6,0.2,0,94.6
TX,Seco Mines CDP,102321,90.6,9.7,94.3,0.9,0,0,96.4
TX,Seguin city,22565,80.6,20.2,75.9,8,0.5,0.9,55.4
TX,Selma city,30804,18,35,74.4,9,0.6,4,36.8
TX,Seminole city,"-2,500",63.1,33.9,81.9,1.8,0.5,0.5,40.7
TX,Serenada CDP,31250,100,0,95.9,0.6,0.2,0.3,6.6
TX,Seth Ward CDP,54103,83,18.5,62.6,1.8,0.8,0.1,74.4
TX,Seven Oaks city,43125,72.9,15.1,27,69.4,3.6,0,0.9
TX,Seven Points city,33888,80.2,9.4,93.7,1,0.2,0.1,10
TX,Seymour city,18942,49.4,51.9,91.3,2.4,0.2,0.1,13.6
TX,Shadybrook CDP,95139,78.7,21.7,88.1,5.4,0.8,0.3,5
TX,Shady Hollow CDP,48298,0,100,90.2,2.4,0.6,2.6,15.5
TX,Shady Shores town,28923,72.6,41.4,90.4,2.5,0.7,2.3,8.7
TX,Shallowater city,70500,91.4,9,90.5,0.6,0.4,0.2,20.8
TX,Shamrock city,46250,65.2,10.3,81.8,4.6,1.3,0.6,21
TX,Shavano Park city,34375,56,35.1,91.2,1.1,0.2,3.8,21.3
TX,Sheldon CDP,29878,29.4,52.7,68.4,3,2.3,1.1,66.6
TX,Shenandoah city,38109,98.5,6.8,89.1,3.6,0.3,3.1,9.6
TX,Shepherd city,27396,76.9,23,75.7,14.2,0.6,1.5,11.3
TX,Sherman city,-,85.7,37,71.6,11.1,1.4,1.7,20.5
TX,Sherwood Shores CDP,81518,82.4,7.4,92.9,0.8,2.5,0,3.3
TX,Shiner city,(X),66.2,14.6,85.5,9.7,0.2,0.4,7.5
TX,Shoreacres city,61674,55.1,40.3,91,1.5,0.7,0.5,17.4
TX,Sienna Plantation CDP,28182,68.8,19.1,65.1,18.1,0.4,11,12.1
TX,Sierra Blanca CDP,(X),65,27.8,83.9,3.3,3.4,1.4,73.1
TX,Siesta Acres CDP,19946,77.5,33.4,95.5,0,0.2,0.1,99.3
TX,Siesta Shores CDP,23049,32.4,0,95.4,0.1,1.2,0.1,93.6
TX,Silsbee city,-,87.8,7,65.8,30.3,0.4,0.6,4
TX,Silverton city,31522,55.9,0,87,2.2,0.3,0,31.9
TX,Simonton city,36375,91.9,8.7,86.7,7.9,0.5,1.5,8.2
TX,Sinton city,101379,51.1,36,87.1,2.4,0.5,0.5,71.6
TX,Skellytown town,37292,89.2,47.8,93.9,0.4,1.5,1.1,5.1
TX,Skidmore CDP,145667,50,52.6,83,2.3,0.5,0.3,62.8
TX,Slaton city,74509,41.1,50.6,74.4,6.4,0.5,0.2,50.7
TX,Smiley city,34781,-,-,66.8,0.2,1.3,0.2,67
TX,Smithville city,22886,59.2,23,79.2,12.6,1,0.5,19
TX,Smyer town,60208,59.9,33.6,80,2.5,0.2,0,38
TX,Snook city,39167,97.7,5.3,68.9,23.5,0.4,0.2,12.5
TX,Snyder city,65625,83.2,18.7,79,3.8,0.7,0.5,41.4
TX,Socorro city,82047,96.7,3.1,94.3,0.2,1.6,0.1,96.7
TX,Solis CDP,34336,92.6,7.2,85,0,0.2,0,84
TX,Somerset city,43641,70.6,12,79.3,0.6,1.8,0,76.9
TX,Somerville city,48750,25.9,47,62.3,25.4,0.9,0.1,26.5
TX,Sonora city,42926,85.3,5.4,88.8,0.4,0.3,0.2,62.7
TX,Sour Lake city,16830,77.2,7.9,92.1,2.3,0.4,0.9,5.1
TX,South Alamo CDP,12887,87.7,8.7,96,0,0,0,99
TX,South Fork Estates CDP,38139,96.7,7.4,85.7,0,0,0,97.1
TX,South Houston city,74753,75.2,40,65.9,1.5,0.9,0.6,88.1
TX,Southlake city,54063,72.2,15.8,88.3,2.1,0.3,6.2,5.5
TX,South La Paloma CDP,91042,64.7,20.5,87.8,0,0,0,53.3
TX,Southmayd city,30165,78.1,15.9,88.7,1,2.5,0.8,9.5
TX,South Mountain town,55625,50.8,53.1,92.4,0.5,0,0.5,9.6
TX,South Padre Island town,35764,71.5,56.4,93.4,1.1,0.5,1.4,29.4
TX,South Point CDP,32346,77.1,22.5,90.1,0.5,0.7,0.1,97.5
TX,Southside Place city,41171,91.3,8.2,78,2.6,0.4,15.4,8
TX,South Toledo Bend CDP,105244,68.8,10.1,96.8,0.6,0.2,0.6,2.1
TX,Spade CDP,96761,99.9,4,75.3,9.6,0,0,34.2
TX,Sparks CDP,60938,56,27.2,90.2,0.1,0.6,0.1,99.1
TX,Spearman city,41610,78.7,18.9,81.7,0.5,1.3,0.4,48.4
TX,Splendora city,175750,70.5,31,92.6,1.1,0.2,0.7,9.8
TX,Spofford city,38138,87.4,10.5,87.4,1.1,0,0,63.2
TX,Spring CDP,67750,87.4,23.3,63.8,19.5,0.6,3.1,28.4
TX,Spring Gardens CDP,32763,97.7,2.7,80.1,0.4,0,0.5,96.6
TX,Springlake town,42923,97.3,6.3,83.3,1.9,0,0,23.1
TX,Springtown city,31364,89.1,8.4,93.5,0.8,1,0.3,9.1
TX,Spring Valley Village city,46739,81.2,19.4,91.8,0.9,0.2,5.1,7.7
TX,Spur city,107639,97.7,4.5,80.4,6.7,1.6,0.6,39.4
TX,Stafford city,132794,50.9,16.3,36.6,27.4,0.6,22.8,25.9
TX,Stagecoach town,45278,97.1,3.8,93.1,1.5,1.1,0,11.2
TX,Stamford city,30471,74.9,31.5,77.1,8.5,0.8,0.3,32.4
TX,Stanton city,22428,84.7,20.4,79.6,2.2,0.4,0.4,55.4
TX,Staples city,33550,84.4,8.9,85.4,0.7,0,0,41.6
TX,Star Harbor city,36458,81.5,9.1,96.2,0,0.9,1.4,2.7
TX,Stephenville city,65833,95.7,4.2,87.2,2.2,0.5,1.2,15.7
TX,Sterling City city,45313,96.8,5.1,87.8,1.5,1.9,0,36.5
TX,Stinnett city,54688,79,28.5,91.5,1.3,2,0.2,11
TX,Stockdale city,35060,46.9,23.5,85.3,1.4,0.7,0.1,50.8
TX,Stonewall CDP,39167,36.9,46.8,82.2,0.6,1,0,36
TX,Stowell CDP,36875,84.8,28.4,57.6,21.7,0.6,0.1,30.9
TX,Stratford city,39330,72.3,15.9,88.7,0.3,0.4,0,45.9
TX,Strawn city,47500,91.8,5.1,88.1,0.6,0.3,0.3,26
TX,Streetman town,50208,64.5,17.3,78.1,13.8,2,2.4,5.7
TX,Study Butte CDP,51352,88.1,7.4,70.8,0,3.4,0,52.8
TX,Sudan city,30789,63.6,24.7,80.5,4.4,1.7,0.1,38.7
TX,Sugar Land city,48429,72.1,15.1,52,7.4,0.2,35.3,10.6
TX,Sullivan City city,45568,71.4,15.4,98.7,0.1,0,0,99.6
TX,Sulphur Springs city,40375,81.1,12.7,75.1,12.7,0.5,0.5,15.9
TX,Sundown city,52688,86.1,18.1,83.2,1.1,0.9,0,44.5
TX,Sunnyvale town,50030,80.1,8.9,68.4,6.2,0.4,20.4,8.7
TX,Sunray city,19375,80.2,11.7,84.9,0.1,0.7,0.6,45.5
TX,Sunrise Beach Village city,36583,55.5,33.5,98.5,0,0.4,0.1,3.8
TX,Sunset CDP (Montague County),41309,71.5,12.9,94.4,1,0.8,0.2,5.4
TX,Sunset CDP (Starr County),183125,76.5,19.9,100,0,0,0,100
TX,Sunset Acres CDP,28523,79.7,19.7,100,0,0,0,87
TX,Sunset Valley city,48417,73.4,9.7,83.8,1.3,0.4,7.9,17.8
TX,Sun Valley city,58333,89.2,8.1,69.6,0,11.6,4.3,31.9
TX,Surfside Beach city,39301,29,47.5,93.8,1.7,1,1,6.6
TX,Sweeny city,44286,81.5,0,72.4,19.5,0.8,0.4,16.4
TX,Sweetwater city,152292,54.8,24.7,81.8,6.2,0.5,0.6,38.3
TX,Taft city,52500,98.3,2.9,78.8,2.7,0.5,0.1,75.5
TX,Taft Southwest CDP,42708,71.5,33.1,83.5,1,1.2,0.1,95.5
TX,Tahoka city,20323,79.3,16.3,78.6,3.9,1.5,0.2,49.7
TX,Talco city,43466,82.1,11.5,75.6,13.2,1.6,0.8,19.4
TX,Talty town,37431,87.9,26.4,83.9,8,1.6,0.5,10.5
TX,Tanquecitos South Acres CDP,33750,59.6,29.2,99.1,0,0,0,99.1
TX,Tanquecitos South Acres II CDP,66484,99.1,8.3,100,0,0,0,100
TX,Tatum city,39485,96.7,3.6,67.7,15.6,0.6,0.6,23.5
TX,Taylor city,35000,89.3,21.8,71.7,10.2,1.2,0.7,42.8
TX,Taylor Lake Village city,47826,39,49,91.6,2.2,0.3,3.6,7.4
TX,Taylor Landing city,175375,75.7,15.4,93.4,1.8,0,0.9,2.2
TX,Teague city,29875,72,31.5,66.7,19,0.9,0.2,20.1
TX,Tehuacana town,60423,58.6,41.1,88.7,8.5,0,0,5.3
TX,Temple city,83750,90.4,11.2,68.1,16.9,0.6,2.1,23.7
TX,Tenaha town,37685,84.5,8,39.6,37.9,0.3,0.4,24
TX,Terlingua CDP,52396,80.3,4.5,91.4,0,0,0,5.2
TX,Terrell city,42857,89.6,19.4,57,27.4,0.6,0.5,25.6
TX,Terrell Hills city,70179,98.8,2.4,93.2,0.6,0.2,1,15.5
TX,Texarkana city,37825,65.1,32.6,55.4,37.1,0.5,1.3,6.4
TX,Texas City city,53015,85.4,12,56,29.7,0.7,1,27
TX,Texhoma city,46490,95.5,9.9,90.2,0.9,0.3,0,21.7
TX,Texline town,41667,78.7,25.2,77.3,0,0.8,0,35.5
TX,The Colony city,(X),76.5,14.9,75.4,8.1,0.8,5.8,21.2
TX,The Hills village,51287,91.3,20.8,94.1,1.5,0.8,2.1,6.4
TX,The Woodlands CDP,48889,95.2,2.5,88.4,2.4,0.3,4.9,12.3
TX,Thompsons town,29353,88.2,29.3,53.3,36.2,0,6.5,14.6
TX,Thompsonville CDP,56250,74.4,17.3,78.3,0,0,0,71.7
TX,Thorndale city,31319,82,16.3,79.6,7.6,0.4,0.5,23
TX,Thornton town,40972,80.4,20.1,88.2,3.8,0.4,0.2,11.6
TX,Thorntonville town,104939,87.9,15.5,83,0.8,0.4,0.4,41.8
TX,Thrall city,26688,86.6,9.1,79.9,6.8,0.8,0.1,33.8
TX,Three Rivers city,38000,72.7,10.9,90.2,0.5,0.6,0.4,48.6
TX,Throckmorton town,52841,72.6,23,93.5,0.1,1,0.5,10.3
TX,Thunderbird Bay CDP,124911,66.9,9.8,94.4,0.8,0.6,0.5,4.2
TX,Tierra Bonita CDP,49716,73.5,41.7,51.8,4.3,0,0,95.7
TX,Tierra Dorada CDP,60852,75.8,30.3,96.4,0,0,0,100
TX,Tierra Grande CDP,49360,92.8,5.3,91.6,1.5,0.7,0,82.4
TX,Tierra Verde CDP,-,43.6,36.1,88.1,0.4,0,0,95.3
TX,Tiki Island village,-,80.6,24.7,95.1,1.3,0.2,1.8,5
TX,Tilden CDP,131058,83.3,12.5,88.9,3.1,0,0,47.9
TX,Timbercreek Canyon village,(X),94,3.3,96.2,0.2,0,0.5,2.9
TX,Timberwood Park CDP,57059,73.4,15.3,79.8,4.9,0.4,4.5,31.3
TX,Timpson city,46989,94.5,13.3,59.7,32.6,0,0.1,8.7
TX,Tioga town,32259,95.7,0,85.8,1.7,1.1,0.4,12
TX,Tira town,39333,25,60,95.6,0,0.3,0,6.1
TX,Tivoli CDP,33352,-,-,82.3,2.1,0.2,0.8,78.1
TX,Toco city,39313,99.1,1.5,22.7,72,0,0,9.3
TX,Todd Mission city,22321,82,5.2,82.2,2.8,0,0,16.8
TX,Tolar city,104014,93.5,7,95.6,0,0.3,0.9,6.3
TX,Tomball city,(X),91.9,27.6,82.7,6.3,0.8,1.1,17
TX,Tom Bean city,-,76.4,24.9,93.6,0.7,1.3,0.2,5
TX,Tool city,33250,73.7,17.1,95.4,0.8,0.6,0.1,5
TX,Tornillo CDP,42793,45,24.9,83.5,0.2,0.1,0.1,98.7
TX,Toyah town,131250,84.6,18.3,84.4,2.2,1.1,0,51.1
TX,Tradewinds CDP,65625,69,36,58.9,0,0,0.6,82.2
TX,Travis Ranch CDP,45484,89.6,3.1,74.9,13.9,0.4,4.1,16.2
TX,Trent town,47083,24.9,72.6,89.3,1.5,0.6,0,9.5
TX,Trenton city,47475,-,-,87.9,3.8,1.1,0,17.8
TX,Trinidad city,23833,85.8,23.9,78,15.9,0.8,0,5.4
TX,Trinity city,103063,79.4,15.4,55.9,28.4,0.2,0.6,20.6
TX,Trophy Club town,38055,97.5,3.9,91.3,1.9,0.5,3.5,6.4
TX,Troup city,148080,97.8,0,70.5,20.6,0.2,0.4,12.5
TX,Troy city,39113,83.2,18.7,88.1,1.7,0.2,0.9,21.8
TX,Tuleta CDP,43702,85.6,14.8,92,0,0.7,0.3,38.9
TX,Tulia city,54750,87.9,17.9,70.7,10.2,0.8,0.2,45
TX,Tulsita CDP,55375,62.9,42.2,92.9,0,0,0,7.1
TX,Turkey city,71488,97.7,0,79.6,1.9,0,0,34
TX,Tuscola city,125357,76.2,21.4,92.9,0.5,0.3,0.1,7.8
TX,Tye city,109917,97.3,1.3,83.3,3.1,1,0.6,17.6
TX,Tyler city,(X),87.4,22.8,60.5,24.8,0.5,1.9,21.2
TX,Tynan CDP,-,82.1,21,79.5,0,0,0,74.8
TX,Uhland city,46875,92.6,17.1,68.1,2.5,0.6,0.8,61.2
TX,Uncertain city,37321,82,13.5,78.7,21.3,0,0,0
TX,Union Grove city,56250,94.1,7.7,95,3.6,0.8,0.3,0
TX,Union Valley city,37917,99.8,1.1,86,3.9,0.3,0.3,12.7
TX,Universal City city,42390,97.1,4.6,75.4,10.1,0.7,2.9,32.3
TX,University Park city,33077,81.4,28.2,94.2,0.9,0.2,2.7,4
TX,Utopia CDP,34185,-,-,94.7,0,0,0,9.3
TX,Uvalde city,16202,70.8,9.5,78,0.8,0.5,0.7,78.4
TX,Uvalde Estates CDP,-,77.5,16.3,57.3,0.4,1,0.4,91.8
TX,Valentine town,212542,69,8.7,85.1,0,2.2,0,58.2
TX,Valle Hermoso CDP,71118,75.8,23.5,(X),(X),(X),(X),(X)
TX,Valle Verde CDP,127167,76.4,16.4,(X),(X),(X),(X),(X)
TX,Valle Vista CDP,55250,77.9,16.6,88.7,0,0,0.2,100
TX,Valley Mills city,88542,86.1,13.4,88,4.7,0.4,0.2,15.5
TX,Valley View city,111721,46.9,46.4,94.5,0.3,1.3,0.1,5.7
TX,Val Verde Park CDP,22396,0,100,84,0.5,0.6,0.1,91.8
TX,Van city,59286,92.5,0,94,1.5,0.9,0.5,10.3
TX,Van Alstyne city,51667,86.1,30.7,88.7,4.5,0.8,0.7,9.4
TX,Vanderbilt CDP,34500,96.2,2.2,83,6.6,0.3,0,40.5
TX,Van Horn town,(X),79.9,7.4,78,0.6,1.3,1,79.5
TX,Van Vleck CDP,34167,96.8,2,78.8,13,0.4,0.4,30
TX,Vega city,62500,96.1,3.9,93.2,1.1,0.5,0.5,9.8
TX,Venus town,44086,70.8,42.7,79.4,13.2,0.5,1.7,24.8
TX,Vernon city,44286,88,5.7,75.7,9.4,1.1,0.8,28.4
TX,Victoria city,40200,75.1,8,76.2,7.7,0.6,1.4,48.3
TX,Victoria Vera CDP,27404,64.5,41.8,90,0,0,0,100
TX,Vidor city,(X),77,36.2,95.7,0.1,0.5,0.5,5.1
TX,Villa del Sol CDP,(X),88.1,0,81.7,0,0,0,95.4
TX,Villa Pancho CDP,94593,98.8,15.1,91,0.3,0.8,0,96.3
TX,Villarreal CDP,39861,88.8,22.7,100,0,0,0,100
TX,Villa Verde CDP,33611,91.3,19.5,84.6,0.3,0.8,0.7,95.2
TX,Vinton village,35729,78.3,11.3,86.4,0.6,0.1,0.1,94.4
TX,Volente village,22331,49.2,36.1,91.7,0.8,0.2,3.7,7.9
TX,Von Ormy city,128750,69,42.7,70.5,0.4,0.5,0.4,86.4
TX,Waco city,29474,54.2,6.1,59.2,21.5,0.6,1.8,29.6
TX,Waelder city,49779,86.5,10.5,50.2,13.3,1.2,0,77.6
TX,Wake Village city,30625,86.8,17.9,67.4,25.3,0.7,0.9,5.3
TX,Waller city,31530,77.5,25.8,64.4,20.9,1,0.9,26.6
TX,Wallis city,-,84.5,23.7,68.8,14.5,0.9,0.4,27.8
TX,Walnut Springs city,26250,70.8,26.6,87.4,0.1,1,0,30.8
TX,Warren CDP,51667,98.2,2.5,96.4,1.6,1.1,0,0.8
TX,Warren City city,32344,80.5,31,87.9,7.7,0,0,6
TX,Waskom city,42840,81.7,10.9,69.8,13.3,0.9,0.2,19.6
TX,Watauga city,33750,88.8,18.6,79.3,5.9,0.9,5.1,20.1
TX,Waxahachie city,40662,74.8,27.4,75.6,12.9,0.6,0.5,23.2
TX,Weatherford city,(X),71.1,0,89.4,2.4,0.8,0.9,13.6
TX,Webberville village,40000,80.1,26.7,85.7,8.2,0.3,0.3,49
TX,Webster city,78750,92.5,8.3,59.6,13.6,0.7,4.5,34
TX,Weimar city,57682,74,17.8,66.5,18.5,0.5,0.6,26.3
TX,Weinert city,177098,83.6,20.9,91.9,0,0,0,25.6
TX,Weir city,45096,66.3,19,89.6,0.4,1.1,0.4,31.1
TX,Welch CDP,38121,67.8,17.9,79.3,2.7,0,0,51.8
TX,Wellington city,31382,87.2,20.2,73,5.6,1.3,0.1,34.6
TX,Wellman city,(X),84.9,12.9,78.3,1,0.5,0,40.9
TX,Wells town,-,90.2,3.8,77.2,16.7,0.6,0.1,6.1
TX,Wells Branch CDP,-,91.1,10.2,61.6,15.2,0.8,7.7,28.7
TX,Weslaco city,(X),99.6,4.4,85.7,0.5,0.6,1.2,85
TX,West city,51179,64.2,26.4,87,3.5,0.3,0.1,13.8
TX,West Alto Bonito CDP,68289,69.5,20.9,93,0,0,0,99.9
TX,Westbrook city,44335,52.8,33.5,80.2,3.2,2.4,0.4,31.2
TX,West Columbia city,45185,74.1,14,72.3,16.5,0.7,0.6,22.5
TX,Westdale CDP,51688,-,-,91.1,0.5,1.3,1.1,52.7
TX,Western Lake CDP,57917,-,-,79.4,0.6,1.4,0.6,30.4
TX,Westlake town,35474,51.1,0,85.6,2.5,0.5,9.4,4.8
TX,West Lake Hills city,49344,85.7,13,94.2,0.2,0.6,2.2,5
TX,West Livingston CDP,43958,81.3,3.4,63.7,22,0.5,0.3,19.6
TX,Westminster CDP,46886,61.9,22.4,86.8,0.5,0.6,0,19.4
TX,West Odessa CDP,39353,85.6,13.5,78.7,1.1,1.1,0.2,61.8
TX,Weston city,48658,93.1,13.1,91.3,0.9,0,0,11.4
TX,Weston Lakes city,-,85.2,2.5,88.6,5.7,0.8,3,7.1
TX,West Orange city,40134,60.8,27.6,83.7,6.1,0.6,0.5,12.3
TX,Westover Hills town,-,80.3,14.6,96.8,0.1,0,1.8,1.2
TX,West Sharyland CDP,22917,84.3,10.6,98.5,0,0,0.2,98.2
TX,West Tawakoni city,(X),78,9.9,92.7,0.8,0.8,1,6.7
TX,West University Place city,17601,76.3,19.9,87.5,0.8,0.2,8.4,6.9
TX,Westway CDP,33309,81.3,18,97.7,0.2,0,0,97.3
TX,Westwood Shores CDP,111250,52.9,0,97.6,0.4,0.9,0.2,2.8
TX,Westworth Village city,40083,89.6,18.5,81.4,5.7,0.6,1.3,26.1
TX,Wharton city,33147,82.7,78.3,53.1,27.3,0.6,0.6,39.4
TX,Wheeler city,33947,41.5,43.4,74.2,0.6,0.4,0.4,41.8
TX,White Deer town,43945,83,0,95.2,0.1,1.6,0.1,6.6
TX,Whiteface town,42120,37.6,45.5,70.4,4.5,1.8,0,49.2
TX,Whitehouse city,43922,64.1,34.2,88.9,4.3,0.3,1.6,7.1
TX,White Oak city,29375,98.7,10.5,92.3,2.3,0.6,0.5,5.3
TX,Whitesboro city,65597,76.1,15.4,93.7,0.3,1,0.7,7.8
TX,White Settlement city,63750,79.2,29,80.3,4.7,0.9,1.6,25
TX,Whitewright town,34722,38.9,16.5,85.7,8.3,0.5,0.1,5.7
TX,Whitney town,64401,91,23.4,83.9,6.8,0.3,0.2,13.5
TX,Wichita Falls city,54081,81,25.1,73.2,12.7,1,2.4,18.9
TX,Wickett town,57257,86.9,9.1,79.1,2.4,0.6,0.2,30.7
TX,Wild Peach Village CDP,53750,67.3,33.8,84.5,8.7,0.5,0.4,14.5
TX,Wildwood CDP,44758,95.2,9.1,97.7,0.2,0.4,0.6,2.5
TX,Willis city,42969,87.6,5.6,56.7,18.2,0.9,0.4,38
TX,Willow Park city,44750,81.3,21.8,95.6,0.8,0.7,0.7,5.1
TX,Wills Point city,65000,88,8.7,81,11.8,0.7,0.3,12.2
TX,Wilmer city,61250,87.2,15.9,48.4,21.8,0.9,0.2,50.9
TX,Wilson city,38380,89.3,10.6,72,0.6,2.2,0,57.3
TX,Wimberley city,43036,65.4,23.1,93.5,0.5,1.5,0.3,11.2
TX,Windcrest city,26116,83.5,17.6,75.6,12.5,0.3,4.2,24.2
TX,Windemere CDP,49721,83.1,17.7,53.3,21.8,0.3,4.4,34.5
TX,Windom town,36108,85.2,27.8,93,4,1.5,0,4.5
TX,Windthorst town,37083,75.5,20.3,83.1,0,0,0,26.2
TX,Winfield city,(X),74.4,4.7,75.2,0.2,1.3,0,53.8
TX,Wink city,60750,76.3,22.8,85.2,0.7,0.6,0,27
TX,Winnie CDP,41905,78.4,18.6,81.3,3.3,0.8,0.4,23
TX,Winnsboro city,59205,74.8,31,88.8,5.3,0.5,0.3,8
TX,Winona town,63894,92.5,12.9,80.2,11.6,1.4,0.2,9.7
TX,Winters city,193125,66.6,27.2,75.6,2.8,0.4,0,44.4
TX,Wixon Valley city,141453,83.4,17.4,85,10.2,0.4,0,9.8
TX,Wolfe City city,39700,35.7,45.3,78.9,13,1.8,0.3,8.6
TX,Wolfforth city,(X),83.1,4.7,87.2,2.6,0.5,1,26.3
TX,Woodbranch city,51275,86.1,21.1,92.7,1.7,0.5,0.4,8
TX,Woodcreek city,69375,84.1,0,97.2,0.1,0.5,0.4,5.4
TX,Woodloch town,148516,73.7,6,93.7,3.4,0,0,8.7
TX,Woodsboro town,40801,96.8,5.1,74.7,5.2,0.3,0.1,53.4
TX,Woodson town,211250,99.8,6.1,92.8,2.7,0,0,15.9
TX,Woodville town,23665,72.9,13.8,70,26.5,0.3,0.6,4.4
TX,Woodway city,33657,66.4,17,91.3,2.9,0.5,2.2,6.9
TX,Wortham town,200625,67.5,15.5,76.9,18.2,0.2,0,7.6
TX,Wyldwood CDP,25930,94.8,2.8,76.1,5.4,1.3,1,27.5
TX,Wylie city,40156,98.4,0.8,71.2,12.4,0.6,5.6,17.9
TX,Yantis town,53250,81.1,16.6,93.3,0,1.5,0,12.4
TX,Yoakum city,29797,100,7.2,72.2,10.3,0.3,0.2,43.8
TX,Yorktown city,55375,41.2,49.5,81.1,2.8,0.4,0,44.8
TX,Yznaga CDP,66250,79.3,23.2,91.2,0,0,0,95.6
TX,Zapata CDP,42500,99.1,2.2,92.4,0,0.1,0.2,95
TX,Zapata Ranch CDP,69957,42.4,44.9,85.2,0,0,0,98.1
TX,Zarate CDP,56237,87.2,16.1,100,0,0,0,100
TX,Zavalla city,37582,87.2,9.8,97.1,0.7,0.7,0,1.4
TX,Zuehl CDP,39333,68.5,25.9,95.2,0,0.8,1.3,12.2
UT,Alpine city,35938,74,14.8,95.7,0.6,0.2,0.9,2.4
UT,Alta town,38625,90.2,2.9,93.5,0,0.3,1.3,4.2
UT,Altamont town,44543,82.9,11.1,96,0,2.2,0,1.3
UT,Alton town,52083,94.5,10.1,89.1,0,2.5,2.5,5
UT,Amalga town,50981,92.6,19.7,89.3,0,0.8,0.6,10.7
UT,American Fork city,59583,83.6,19.7,92.6,0.4,0.5,0.9,7.4
UT,Aneth CDP,36640,78.9,20.1,1,0,97.6,0,1.6
UT,Annabella town,86912,80.3,18.4,99,0,0.4,0.1,0.5
UT,Antimony town,36797,84.3,24.2,91.8,0,2.5,1.6,4.1
UT,Apple Valley town,33472,85.3,19.8,94.3,0,3,0.1,3.3
UT,Aurora city,36354,84.2,9.1,96.7,0.1,0,0.1,2.8
UT,Avon CDP,59167,90.9,11.3,96.2,0,0,0.8,3.3
UT,Ballard town,75310,96.2,9.6,90.5,0.1,4.7,0.5,4.4
UT,Bear River City city,(X),65.7,14.4,97.1,0.4,0.5,0.5,4.2
UT,Beaver city,52857,96.3,2.5,88.4,0.2,0.9,1.7,12.1
UT,Benjamin CDP,34125,77.7,22.2,97.8,0.2,0.1,0.3,2
UT,Benson CDP,68882,59.6,41.6,95.4,0.2,0.5,0.1,5.7
UT,Beryl Junction CDP,43601,57.3,31.9,54.3,0,3.6,0,51.8
UT,Bicknell town,28511,91.4,19.8,96,0,0.6,0.3,3.4
UT,Big Water town,39653,94.3,3.1,93.3,0.8,2.5,0.8,2.9
UT,Blanding city,36076,90,34.5,66.1,0.3,29.4,0.3,3.8
UT,Bluebell CDP,84167,81,10.6,93.9,1.4,0.3,0,2.4
